,Unnamed: 0,begin,end,filename,shot_id,transcript,topic,score
2984,2984,00:46:44:21,00:46:47:16,5248439298566680341.xml,904,"So, Abi's lying?  She just said that  to get you into trouble?",drama,0.992353081703186
16331,16331,00:44:54:09,00:45:04:22,5266645664934403562.xml,900,"Ian sent this over.  Right, will you tell him thanks?  I bet you're having a right  mare at the minute, in't ya? Jack still here, is he? Um, Bianca I really...  So's the police told you anything?",drama,0.9923225045204163
17193,17193,01:35:35:03,01:35:39:22,5266645664934403562.xml,1762,"This time one of them gets loose,  runs riot around the ring. ",drama,0.9921695590019226
21741,21741,00:35:25:09,00:35:28:08,5274434588125702436.xml,648,It ain't for you to decide  who owes what to who. So who does decide?  Him upstairs and all that caper?,drama,0.9920238852500916
18830,18830,01:16:17:19,01:16:23:14,5269245838135402929.xml,1294,"Whose?  Archie's. Your poxy father, standing there  making me jump through every hoop he's holding up, and for what, Rox?",drama,0.9919487833976746
21643,21643,00:31:05:03,00:31:07:03,5274434588125702436.xml,550,As the tension mounts... ,drama,0.9918584227561951
19980,19980,00:49:06:07,00:49:08:23,5271844722846213628.xml,950,"What're you gonna do?  You  gonna slap me with your boa? You know what, Sean?",drama,0.991680920124054
6337,6337,01:42:08:15,01:42:13:23,5251033029316736209.xml,2021,SHE SIGHS  Argh! Bianca!  YOU wound me up about him.,drama,0.9913884401321411
17723,17723,00:08:05:03,00:08:06:17,5269245838135402929.xml,187,What d'you think you're playing at?  Running out on me like that?,drama,0.9913796186447144
13022,13022,00:08:10:01,00:08:31:17,5264050645694159353.xml,173,"How come you aren't working today?  Cos I'm helping you pack, aren't I? So why aren't we packing? Because you've been working very  hard and you need a bit of a break. We've all got lists and timetables. Oh, what a nightmare!  Em...garcon!  Lucy! That's what they do in  France, innit? Hi.",drama,0.9912981986999512
14231,14231,01:13:15:11,01:13:17:03,5264050645694159353.xml,1382,"First you beat me up  in the house, then you kidnap me.",drama,0.9912652969360352
1216,1216,01:06:51:08,01:06:54:10,5245830105934359183.xml,1217,"Oh, Ricky!  It's bad enough now, but when he comes out... You couldn't have!",drama,0.9910773634910583
14271,14271,01:15:39:21,01:15:40:07,5264050645694159353.xml,1422,"How you gonna talk your way  out of that? That gun? That's right, golden boy!  That gun.",drama,0.9909058213233948
10769,10769,00:05:12:18,00:05:16:03,5258818087037440299.xml,138,"What's the matter with you, girl?  You just can't go! What about Stacey?",drama,0.9909051656723022
7735,7735,01:02:52:08,01:02:56:11,5253646087419594905.xml,1126,"Well, now there's a first.  Max Branning lost for words. ",drama,0.990901529788971
13904,13904,00:53:49:13,00:53:54:02,5264050645694159353.xml,1055,"No...  Well, come on, look at me! I'm just surprised he didn't find somebody else sooner! Libby...",drama,0.9908584952354431
19047,19047,00:01:17:08,00:01:19:11,5271844722846213628.xml,17,Argh!  I want Sean!  Where's Sean?  Just get him here now.,drama,0.9908478260040283
14806,14806,01:45:39:16,01:45:42:23,5264050645694159353.xml,1957,"Just leave Penny out of this!  No, she was a casualty in all this. Who's next?  Oscar?  The girls? No.",drama,0.990462064743042
11945,11945,01:05:39:20,01:05:43:01,5258818087037440299.xml,1314,"But why did you go and see  him now, after all these years? It's just all this... ",drama,0.9903446435928345
5240,5240,00:47:06:04,00:47:07:24,5251033029316736209.xml,924,Whoooooh!  Here we go!,drama,0.990092396736145
18531,18531,00:57:23:15,00:57:27:16,5269245838135402929.xml,995,Christian's on his way.  Whoop-dee-doo(!) Come straight round when you come  back.  You've got a visitor.,drama,0.9900360107421875
6140,6140,01:32:57:09,01:32:58:15,5251033029316736209.xml,1824,"He doesn't know yet.  But when  he does, he'll go ballistic.",drama,0.9898955821990967
15292,15292,02:16:10:17,02:16:14:14,5264050645694159353.xml,2443,"What?  I wouldn't be surprised if he threw himself in front of that car,",drama,0.9897287487983704
8345,8345,01:36:50:06,01:36:52:09,5253646087419594905.xml,1736,"You've had a row, yeah? ",drama,0.9895980954170227
10873,10873,00:10:43:16,00:10:45:05,5258818087037440299.xml,242,"That's your Auntie Ron you're  kicking, so soon as you're out, you're grounded!",drama,0.9894545078277588
18939,18939,01:22:16:06,01:22:18:11,5269245838135402929.xml,1403,"Sorry Charlie, she's looped. ",drama,0.9892428517341614
21725,21725,00:34:36:18,00:34:39:03,5274434588125702436.xml,632,"So, you really gonna go through  with this dog thing?",drama,0.9891922473907471
682,682,00:38:22:12,00:38:31:01,5245830105934359183.xml,683,"See ya later, Marie.  And then  she's standing there like she's something special, asking me  to put 500 quid behind the bar. Well I hope you  told her to stuff it.",drama,0.9889428019523621
5104,5104,00:39:07:08,00:39:10:02,5251033029316736209.xml,788,"Oh, Mrs Branning,  what's happened?  You look awful.",drama,0.9888181686401367
21387,21387,00:17:18:05,00:17:20:09,5274434588125702436.xml,294,overwrought. ,drama,0.9887825846672058
10423,10423,01:41:03:16,01:41:07:17,5256228221757951173.xml,1712,"You've tripped yourself up,  I never posted that letter! Oh, well, funny old world.  Joel must have received it.",drama,0.98876953125
2399,2399,00:17:13:11,00:17:16:11,5248439298566680341.xml,319,"Wicked, I know, but it was worth it  for the look on her face.",drama,0.9885260462760925
13195,13195,00:16:38:21,00:16:40:12,5264050645694159353.xml,346,"Right, well, I'd better be  going cos Ricky's doing his nut.",drama,0.9884962439537048
2388,2388,00:16:36:13,00:16:41:00,5248439298566680341.xml,308,"Tiff is gonna so moan.  Tiff's not doing her exams, is she?  And by the time she's her age,  she'll have her own room.",drama,0.988255500793457
10867,10867,00:10:30:15,00:10:32:04,5258818087037440299.xml,236,"God, you got a right handful there! ",drama,0.9881309270858765
4929,4929,00:30:09:00,00:30:13:21,5251033029316736209.xml,613,"This is a wind up, right?  I thought I could trust you.  You can, Phil.",drama,0.9879891872406006
17062,17062,01:28:10:04,01:28:15:14,5266645664934403562.xml,1631,"Tan, they're clutching at straws,  hoping I'll crack under pressure.",drama,0.9877790808677673
18968,18968,01:23:39:11,01:23:40:16,5269245838135402929.xml,1432,"You're trying to make me kick off  again, ain't you, in front of her.",drama,0.9876624345779419
945,945,00:52:13:00,00:52:18:09,5245830105934359183.xml,946,"So what's all this with Phil?  Leaving?  I'm just gonna find Ian. Make sure you hurry back, yeah? ",drama,0.9876309633255005
22058,22058,00:54:09:23,00:54:14:14,5274434588125702436.xml,965,You waiting for me to break down?  Bang my head on the table?,drama,0.9874909520149231
15790,15790,00:18:43:19,00:18:45:09,5266645664934403562.xml,359,"and then Tanya, and the brother...  You're loving this, aren't you?",drama,0.987448513507843
787,787,00:43:56:16,00:44:00:01,5245830105934359183.xml,788,"This is ridiculous, I'm not getting  into this. But it seemed like Callum was covering for you.",drama,0.9871204495429993
13245,13245,00:19:36:08,00:19:42:07,5264050645694159353.xml,396,Ah-ha!  May I present  the Countess Dracula!,drama,0.9868316650390625
13298,13298,00:22:01:10,00:22:02:24,5264050645694159353.xml,449,"Because you interrupted him?  Yeah, like I say. There's a bit of a mess.",drama,0.9867788553237915
3024,3024,00:48:29:01,00:48:35:19,5248439298566680341.xml,944,"It's...acting, they'll pretend.  Well, you say that, but have you seen Peter Beale  recently?  He's gorgeous. Bianca!",drama,0.9867408275604248
10815,10815,00:07:13:18,00:07:16:02,5258818087037440299.xml,184,BANGING  He won't be for much longer with Bob the Builder there... BANGING  He won't be for much longer with Bob the Builder there...,drama,0.9866987466812134
17554,17554,00:01:09:08,00:01:14:24,5269245838135402929.xml,18,"Everything OK now, Mrs Branning?  Um, no, not really, it's... It's Lauren.  She's finding this  all a bit upsetting.  Having the police in the house.",drama,0.9866476655006409
3721,3721,01:20:41:16,01:20:43:00,5248439298566680341.xml,1641,I had no idea the Spock ears  were gonna freak him out so much.,drama,0.9865882396697998
12964,12964,00:05:54:19,00:06:06:16,5264050645694159353.xml,115,"And pull out.  Into gear, clutch, accelerate, handbrake... Mirrors!  Yeah, I did the mirrors! You did not do your mirrors! I did!  You never! OK, move on, move on.",drama,0.9865504503250122
14288,14288,01:16:05:02,01:16:06:16,5264050645694159353.xml,1439,"Don't mind me, I'm having an early  night if I can, what with all the screeching and banging.",drama,0.9864858388900757
2270,2270,00:10:32:08,00:10:43:09,5248439298566680341.xml,190,Is she still looking at me?  I don't understand. Why don't you just dump her?  It's complicated. I wish I had your problems. ,drama,0.9863817095756531
22419,22419,01:12:15:13,01:12:26:11,5274434588125702436.xml,1326,"What's going on?!  The customers are not happy with their limp sandwiches. Bianca, I've told you before  about your stingy ways.",drama,0.9861447215080261
19639,19639,00:32:03:15,00:32:04:06,5271844722846213628.xml,609,Now Roxy's got herself in a bit  of a state.  She reckons she don't want you anywhere near that baby.,drama,0.9861043095588684
9487,9487,00:46:02:18,00:46:05:18,5256228221757951173.xml,776,"That is a serious wedge.  Yeah, yeah all right.",drama,0.9860590100288391
22628,22628,01:24:51:21,01:24:54:02,5274434588125702436.xml,1535,Things got a bit out of hand. ,drama,0.9860551953315735
3910,3910,01:31:03:01,01:31:14:20,5248439298566680341.xml,1830,See ya.  See ya. I can't believe you gave him  your number! I didn't. I gave him the Argee Bhajee's.  The only hot bird he's gonna get  on that number's a chicken vindaloo!,drama,0.9860180020332336
8779,8779,00:04:13:06,00:04:16:07,5256228221757951173.xml,68,"It's like Mr Hyde and Dr Jekyll.  Still, these things are sent  to try us, ain't they?",drama,0.9860115647315979
15660,15660,00:11:25:23,00:11:29:17,5266645664934403562.xml,229,Where were you when Max Branning  was run over? I was out.  Where?,drama,0.9858670234680176
21398,21398,00:18:03:11,00:18:07:09,5274434588125702436.xml,305,"Cor, it's like a play  they made us do at school.",drama,0.9858288168907166
15793,15793,00:18:48:14,00:18:51:20,5266645664934403562.xml,362,"You've got to admit it,  Tanya's brought this all on herself.",drama,0.9857891201972961
18918,18918,01:21:08:23,01:21:10:14,5269245838135402929.xml,1382,"I hope you've pulled out all the  stops, cos Shirley certainly has.",drama,0.9856671094894409
22978,22978,01:43:05:02,01:43:07:12,5274434588125702436.xml,1885,"Yeah, actually, I think  that's cos you scared them off.",drama,0.9855678081512451
7549,7549,00:53:11:17,00:53:15:08,5253646087419594905.xml,940,They'd have to drag me kicking  and screaming out of the launderette before I'd retire.,drama,0.9855400919914246
12353,12353,01:28:24:08,01:28:32:05,5258818087037440299.xml,1722,"nervously presses it  into the woman's hand, leans forward  and whispers in her ear...",drama,0.9854727983474731
20588,20588,01:22:32:11,01:22:35:12,5271844722846213628.xml,1558,Where's Bianca?  They're driving me nuts at home.,drama,0.9853596091270447
9569,9569,00:49:41:05,00:49:44:08,5256228221757951173.xml,858,He is making a mug out of you!  Don't talk to Peggy like that.,drama,0.9851232767105103
5564,5564,01:04:54:16,01:04:58:06,5251033029316736209.xml,1248,"Oh, I do.  Hope Yolande'll calm down  so we can get back to normal. Yeah.",drama,0.9850568175315857
11233,11233,00:29:34:24,00:29:37:00,5258818087037440299.xml,602,How's she gonna feel when she finds  out she's not even gonna be here for these elections.,drama,0.9849025011062622
19885,19885,00:45:09:06,00:45:17:12,5271844722846213628.xml,855,"Listen, what is all this?  Can't a son show a bit of interest  in his old man? Yeah, well, she was staying at the hotel in Southend.",drama,0.984854519367218
1033,1033,00:56:09:05,00:56:13:00,5245830105934359183.xml,1034,"Fighting, eh?  Whatever happened  to turn the other cheek?",drama,0.9848231077194214
11287,11287,00:31:57:18,00:32:04:09,5258818087037440299.xml,656,"Grandma...  Oh, you nearly gave me a heart attack.",drama,0.98468416929245
6790,6790,00:10:40:06,00:10:43:08,5253646087419594905.xml,181,Most out of character.  I just don't understand why you'd  force poor Danielle to go rooting through my private affairs.,drama,0.9846138954162598
5838,5838,01:18:02:03,01:18:05:02,5251033029316736209.xml,1522,"Oh, unbelievable.  Well, you know, that's my sister for you.",drama,0.9845637679100037
21458,21458,00:21:32:15,00:21:37:13,5274434588125702436.xml,365,"Can you tell Bianca, when she peels  herself off of her deathbed, that next time, I want a doctor's note.",drama,0.9843201637268066
707,707,00:39:33:21,00:39:36:15,5245830105934359183.xml,708,"Sorry about the chaos.  I had  to stay behind at the salon, sort out a few mix ups with bookings...",drama,0.9842178821563721
22746,22746,01:30:22:01,01:30:27:03,5274434588125702436.xml,1653,That was a close call with Ricky.  Yeah. I got to go.  I'll see you later. ,drama,0.9841740727424622
21393,21393,00:17:38:06,00:17:43:13,5274434588125702436.xml,300,"No!  We both realised  it was a mistake. So all this fuss  about taking me out. Really, it's because you  haven't got the guts to face her.",drama,0.9841296672821045
4794,4794,00:24:30:16,00:24:34:18,5251033029316736209.xml,478,"Oh, heaven help me! ",drama,0.9839733242988586
14139,14139,01:07:59:04,01:08:13:16,5264050645694159353.xml,1290,"Will you just tell me,  where did she go? I don't know. She can be a moody tart.  If I had the time I'd give you a slap for that, but I haven't so just  tell me where she went! Out there. Ask Peter. Peter?",drama,0.9837061166763306
19940,19940,00:48:09:19,00:48:10:14,5271844722846213628.xml,910,"You don't reckon she's  gonna make it, do you?",drama,0.9835708737373352
10972,10972,00:15:04:18,00:15:07:22,5258818087037440299.xml,341,"Someone dragged her out on  a shopping spree, brought her ankles up like a pair of barrage balloons.",drama,0.9835220575332642
1922,1922,01:44:40:07,01:44:44:00,5245830105934359183.xml,1923,Little Miss Trouble.  Tony.,drama,0.9835187196731567
1563,1563,01:24:18:00,01:24:21:01,5245830105934359183.xml,1564,Do you have to wind him up?  Me? He's the one that tried to rip me head off.,drama,0.9834849834442139
10035,10035,01:16:54:13,01:17:06:22,5256228221757951173.xml,1324,"What's happened...  ..is me and Honey,  we split up, all right?",drama,0.9834019541740417
6009,6009,01:26:56:10,01:27:00:11,5251033029316736209.xml,1693,It's wind-up.  Can you believe it?  No(!),drama,0.9833988547325134
10776,10776,00:05:29:16,00:05:32:14,5258818087037440299.xml,145,"Oh, so you're gonna get  on a train home now, with no money?!",drama,0.9833130836486816
17480,17480,01:50:52:20,01:50:56:06,5266645664934403562.xml,2049,I just told him the flat offer  was still open.  He flipped out.,drama,0.9832987189292908
19877,19877,00:44:34:06,00:44:40:02,5271844722846213628.xml,847,She went into premature  labour yesterday. She all right?  Yeah. Making everyone jump through hoops  as usual. Is the baby all right?,drama,0.9832898378372192
22295,22295,01:06:47:00,01:06:50:07,5274434588125702436.xml,1202,"No, little Miss Posh Drawers  here has been doing my head in.",drama,0.9832336902618408
7856,7856,01:09:55:03,01:09:57:19,5253646087419594905.xml,1247,"Oh, for heaven's sakes.  You really  are my sister, aren't you?",drama,0.9831374287605286
7271,7271,00:38:02:04,00:38:07:15,5253646087419594905.xml,662,Do you think I said yes  just to wind you up or something? Maybe.  I dunno.,drama,0.9831019639968872
20129,20129,00:57:26:24,00:57:29:13,5271844722846213628.xml,1099,Oscar's crying. ,drama,0.9828169345855713
18982,18982,01:24:12:20,01:24:14:13,5269245838135402929.xml,1446,"Oh, Archie!  Her water's broken. ",drama,0.9828100800514221
9157,9157,00:25:57:10,00:26:08:09,5256228221757951173.xml,446,"Who are you, Suzy?  Are you who I think you are?  Hm?  A kindred spirit?  Or is this all a wind-up? ",drama,0.982658863067627
3360,3360,01:04:45:20,01:04:48:00,5248439298566680341.xml,1280,I'm trying to get her to dump me.  Why don't you just dump her? It's complicated.,drama,0.982640266418457
18644,18644,01:04:59:19,01:05:08:04,5269245838135402929.xml,1108,"the wife while she gets  found out and dumped... can you imagine what her brief's  going to do to you in that box. Eh?  What the press are going to say?  That you're some  bitter, vengeful little slut.",drama,0.9825413823127747
1598,1598,01:25:38:13,01:25:40:23,5245830105934359183.xml,1599,"The problem is, what if they saw me? ",drama,0.9825258255004883
10907,10907,00:12:02:07,00:12:08:19,5258818087037440299.xml,276,How long do you think it's gonna stay  secret?  You're not exactly winning any prizes in the cloak and dagger.,drama,0.9824745059013367
18937,18937,01:22:11:18,01:22:14:07,5269245838135402929.xml,1401,"Is she your mother?  Well, get her off me, will ya?",drama,0.9822713136672974
2810,2810,00:38:24:04,00:38:27:00,5248439298566680341.xml,730,"No flaming way!  Come on, Ronnie, I'm getting it in the neck from Auntie Peg.",drama,0.9822416305541992
5101,5101,00:38:56:13,00:39:00:03,5251033029316736209.xml,785,And you've gotta sort him out  before he takes me down with him.,drama,0.9822313785552979
8333,8333,01:36:25:10,01:36:28:19,5253646087419594905.xml,1724,"let's just put a line under it,  all right?",drama,0.9821261167526245
8358,8358,01:37:17:08,01:37:21:15,5253646087419594905.xml,1749,"Some boy might be giving her grief,  or some girl gang at school.",drama,0.9819345474243164
8153,8153,01:27:13:14,01:27:16:11,5253646087419594905.xml,1544,For the school play...  Oh!,drama,0.9819254875183105
4078,4078,01:41:46:13,01:41:47:02,5248439298566680341.xml,1998,"I can't take this.  First Max,  now you. Come on, don't mention me in the same breath as him.",drama,0.9817691445350647
21871,21871,00:42:50:18,00:42:52:00,5274434588125702436.xml,778,It's like they're trying to see who  can turn the milk by looking at it.,drama,0.9817503690719604
2152,2152,00:04:03:07,00:04:05:07,5248439298566680341.xml,72,"What on earth are you doing,  Charlie?  You're waking half the square.",drama,0.9815727472305298
3992,3992,01:35:11:05,01:35:32:10,5248439298566680341.xml,1912,"What are you doing?  What about Bradley?  Chill your boots.  I'm only having a laugh. I don't get you, Stacey!  One minute you're playing happy families with Bradley, and the next you're getting jiggy  with some stranger. I'm 19. I'm not ready to hang up my dancing  shoes and start knitting booties.",drama,0.9814348220825195
14061,14061,01:02:44:13,01:02:47:17,5264050645694159353.xml,1212,"You leave this to me or so help me  God, I'll find this imaginary gun and shoot you myself.",drama,0.9813724756240845
15483,15483,00:02:26:13,00:02:28:11,5266645664934403562.xml,52,"Your brother wakes up and everything  comes out about this gun, I'm finished. I didn't do anything.",drama,0.9812367558479309
7270,7270,00:37:58:20,00:38:02:03,5253646087419594905.xml,661,So are you actually  gonna marry her or not?,drama,0.9811527132987976
8459,8459,01:42:56:01,01:42:59:02,5253646087419594905.xml,1850,"So she's changed her mind  about the school trip, has she?",drama,0.9810957908630371
18773,18773,01:11:54:10,01:12:09:09,5269245838135402929.xml,1237,"Oh, I don't know.  I keep calling him and nothing, and Stacey doesn't know where he is. I should have never have taken that  flat, not behind his back, he was always gonna flip out about it. And you're sure that's what  this is about?  The flat? Yeah, why?  What else? ",drama,0.9810630679130554
8143,8143,01:26:52:11,01:26:55:05,5253646087419594905.xml,1534,You didn't!  Didn't what? You really are such a flirt.,drama,0.9809976816177368
16646,16646,01:03:56:03,01:03:58:01,5266645664934403562.xml,1215,That family is in pieces... ,drama,0.9809789657592773
4025,4025,01:38:07:09,01:38:09:06,5248439298566680341.xml,1945,"I put a dealer down for a  12-stretch, and he got even with me.",drama,0.980964183807373
19742,19742,00:37:06:24,00:37:08:23,5271844722846213628.xml,712,"""What the hell happened  to Vinnie Monks?""",drama,0.9809406399726868
2465,2465,00:20:27:14,00:20:30:04,5248439298566680341.xml,385,I got a part in the school play.  Not just any part.,drama,0.9809063076972961
8988,8988,00:16:34:07,00:16:43:09,5256228221757951173.xml,277,Maybe that's why  you've been playing up.,drama,0.9808765053749084
20876,20876,01:40:48:22,01:40:54:01,5271844722846213628.xml,1846,"A son scared of his own dad?  What have I done to you?  Shut up, Dad.",drama,0.9806379675865173
8372,8372,01:38:00:19,01:38:08:01,5253646087419594905.xml,1763,"Bianca, will you sit down?  What's happening, do you think? You're wearing out my lino,  that's what.",drama,0.9806058406829834
15703,15703,00:13:37:21,00:13:44:18,5266645664934403562.xml,272,"I told him I loved him.  Right, you told him you loved him  and then he goes off and runs over his brother.",drama,0.9802948832511902
6367,6367,01:43:48:05,01:43:52:03,5251033029316736209.xml,2051,I don't think sorry's gonna cut it  when my dad finds out. If Tony's arrested it'll blow the family apart.,drama,0.9801466464996338
5787,5787,01:15:51:23,01:15:54:00,5251033029316736209.xml,1471,"Pushing the boat out, ain't you?  Thought I'd treat you.  Why?",drama,0.9800521731376648
14994,14994,01:57:39:17,01:57:41:09,5264050645694159353.xml,2145,"Why did you go running to him,  anyway?  You made this happen! She doesn't mean it.  Do you?",drama,0.9800304770469666
9517,9517,00:47:36:03,00:47:39:14,5256228221757951173.xml,806,She's just looking for attention. ,drama,0.9800056219100952
11990,11990,01:07:28:05,01:07:30:17,5258818087037440299.xml,1359,Looks like I ain't the only one  in the dog house.,drama,0.9798726439476013
2643,2643,00:29:32:11,00:29:39:00,5248439298566680341.xml,563,"Phew!  You're never going  to believe this. That flaming cat, bold as brass,  sitting on the front doorstep",drama,0.9797129034996033
1628,1628,01:28:17:23,01:28:19:17,5245830105934359183.xml,1629,What's it gonna be tonight?  You  gonna put him through the window?,drama,0.9796774983406067
6720,6720,00:07:09:15,00:07:16:03,5253646087419594905.xml,111,"You really don't get it, do you?  Yeah, I get it.  All right, how  many times have we been here before? I cry my eyes out  and you say as long as I'm really sorry everything's gonna be OK.",drama,0.9795271158218384
17045,17045,01:27:36:05,01:27:42:23,5266645664934403562.xml,1614,"I can't win with you can I?  I give you what you want and you're  still raging.  What is it, Sean?",drama,0.9794408082962036
2230,2230,00:08:19:23,00:08:23:17,5248439298566680341.xml,150,How do I get out of this one without  looking a complete you-know-what?,drama,0.9794350862503052
1011,1011,00:55:09:01,00:55:11:02,5245830105934359183.xml,1012,"Stay out of my face.  Fine but every time I look over at  your stall, you're clocking me. Get stuffed, I am.",drama,0.9793975949287415
3225,3225,00:58:53:21,00:58:56:06,5248439298566680341.xml,1145,"You've got some front,  talking to Ricky like that.",drama,0.9790696501731873
142,142,00:08:25:00,00:08:32:00,5245830105934359183.xml,143,I don't know whether she's gonna be  smiling at me or biting my head off. She's pregnant. I had noticed.  It's just I make a  joke and she goes all mental at me.,drama,0.9789877533912659
11622,11622,00:49:56:17,00:50:00:10,5258818087037440299.xml,991,So you're gonna steal Bradley away  from me an' all now? Ignore him. He's my son!,drama,0.9788957834243774
8347,8347,01:36:55:15,01:36:58:19,5253646087419594905.xml,1738,She's just gone off on one.  At first I thought it was her being a teenager.,drama,0.9788193106651306
11016,11016,00:17:25:18,00:17:36:14,5258818087037440299.xml,385,"Poor old Joel, you know...  His letter...  just keeps going around up here. What were you hoping for, eh,  raking up the past?",drama,0.9787304401397705
8164,8164,01:27:50:08,01:27:52:18,5253646087419594905.xml,1555,"You love being in this play,  you know you do.",drama,0.9787022471427917
9823,9823,01:04:29:24,01:04:32:17,5256228221757951173.xml,1112,"But come on, Peggy, if you're  this suspicious of him now,",drama,0.9786619544029236
18089,18089,00:29:52:17,00:29:54:10,5269245838135402929.xml,553,"Yeah, and he's just  lost his job, hasn't he?",drama,0.9784691333770752
12768,12768,01:53:29:16,01:53:31:02,5258818087037440299.xml,2137,"# Tell the rambler, the gambler  the back-biter",drama,0.9784027934074402
16060,16060,00:31:19:02,00:31:26:09,5266645664934403562.xml,629,"He's only trying to help.  Every time I fart in that  place it becomes a family debate. It's just...  It's none of  their business, you know.",drama,0.978324294090271
5230,5230,00:46:17:12,00:46:28:23,5251033029316736209.xml,914,"You've...got your hands  full with Archie, ain't ya?",drama,0.9782932996749878
8880,8880,00:08:50:22,00:09:13:21,5256228221757951173.xml,169,"Oh, you're back early.  I wanted to have it all plugged in and ready for you. What on earth is it?  Ta-da!  HE CHUCKLES How can you afford this?  I bought it for us.  I mean, we need somewhere to cook.",drama,0.9782499670982361
20311,20311,01:07:18:22,01:07:33:05,5271844722846213628.xml,1281,"Oi, Bradley.  That came out at 100 miles an hour.  It's like the Exorcist in 3-D. Here y'are.  Mind, there might be more in there. I can't take him,  I've got a viewing. And I'm running out of clothes.  Well, give him to Jack.  No, he's up to his eyeballs.",drama,0.978178083896637
3765,3765,01:23:17:20,01:23:19:13,5248439298566680341.xml,1685,You doing this play's  gonna be good for you.,drama,0.977825403213501
2780,2780,00:36:07:02,00:36:10:00,5248439298566680341.xml,700,You can't be serious.  The boy's mad. People have this idea train-spotting  is boring.  Have you ever tried it? Hardly.,drama,0.9777534604072571
16610,16610,01:01:57:22,01:02:05:20,5266645664934403562.xml,1179,"Look, but I just...  And only trusted personnel will be given code green clearance. Ian can you just unlock it,  I need to use the loo now! All right, sorry, sorry. ",drama,0.9776971936225891
7522,7522,00:51:08:20,00:51:11:10,5253646087419594905.xml,913,He's gonna stuff up. ,drama,0.977679967880249
6861,6861,00:14:58:19,00:15:03:02,5253646087419594905.xml,252,# Dress me up for battle  # When all I want is peace...  # ,drama,0.9776685237884521
5614,5614,01:07:18:09,01:07:20:05,5251033029316736209.xml,1298,"Oh, Pat, please...  What's happened to you Peggy?",drama,0.9776664972305298
12776,12776,01:53:41:05,01:53:42:02,5258818087037440299.xml,2145,Judgement Day for Max. ,drama,0.9776440858840942
9668,9668,00:55:03:19,00:55:04:15,5256228221757951173.xml,957,"Cos I can't find 'em!  Calm down, we'll go look.",drama,0.9776002764701843
7774,7774,01:06:09:07,01:06:12:09,5253646087419594905.xml,1165,"Well, you and Stace.  I mean you went  out together a week or so ago, and she's been really weird ever since.",drama,0.9775457382202148
